index,u0,u1,u2,u3,u4
1,0.10068069510935901,0.00136749474337639,-0.00239237519873798,0.0419912360136627,-0.0234496254639169
2,0.0665392093839919,0.0115420508140452,-0.0258820152497763,0.00680733592309502,0.0263290725817284
3,0.10227874147915801,0.0188110293294896,-0.0396213774008376,-0.0361688937603988,-0.00850720667065444
4,0.119693967897708,0.000216701580233783,-0.00295498780890287,0.0557624233538893,-0.0243058547793225
5,0.0869923714020561,0.0183288617058369,-0.0358197794330711,-0.0197322393425762,0.00996416920201164
6,0.18065211126861397,-0.9794188565796329,0.0314462327285857,-0.0362518146177395,0.0123861475772527
7,0.088378047411555,0.0130900943095952,0.006723041234066579,0.019342338641358998,0.000204759167084984
8,0.11660256513261,0.0221983463527166,-0.00433207350250586,0.0245835386426711,0.0140458306130935
9,0.0750158883995928,0.0158148996091625,-0.040448242749686,-0.0083023213585282,0.0179392777797878
10,0.14033440701988,0.0122232567676135,0.0097571002595837,0.0764613984145965,-0.04344981061055
11,0.127412821179781,0.00858410499797315,-0.0338787143900965,0.0712702260305479,-0.0360427920702103
12,0.0678420295221589,0.0149179767990449,-0.0296668919905155,0.009181024863029859,0.0378244474003898
13,0.112724242615066,0.014391598551451,0.023176224670552,0.0371945218118635,-0.021666567665729997
14,0.0620571987726349,0.00344278997342371,-0.013840562770942,0.0176274161804468,-0.009185363216355241
15,0.12279218692651,0.024816779227794,-0.0604572868392654,-0.0528999749577083,-0.0163821280760866
16,0.112098812535499,0.0233510221870264,-0.0489150941330726,-0.0512333076666262,-0.00993213769232892
17,0.118990612910357,-0.0152366147273216,-0.0443006910881677,0.0672657173306532,-0.0254806295261515
18,0.0894193080484487,0.0017654683742053601,-0.00750647509324807,0.0421737874809364,-0.0135707777555451
19,0.137123757831279,0.00492916252349285,-0.0400480425084426,0.0423773535814192,-0.0172376529520936
20,0.11099644749545401,0.0151120774413716,0.0186031167943075,0.0421265269304963,-0.0356335238242029
21,0.0613447813835155,0.0117809316153616,-0.0246735020124295,0.000367989543146504,0.0215797148109208
22,0.0639293048786106,0.0111952704704489,-0.0265278841344691,0.00255574461411685,0.0150088674513119
23,0.0641347862334549,0.0121254265731439,-0.0297386594182429,0.006561083218321871,0.026258866604289
24,0.108826433220252,0.02455603585719,-0.0769358925691006,0.00184883379225064,0.0549384046217514
25,0.140575640469389,0.0342926592688779,-0.0757626470597871,0.0102282439160046,0.114337681873878
26,0.11346164589184697,0.0223565345938847,-0.0742724355975352,0.01023091132629,0.0453819633282386
27,0.13228489275569302,0.0296640806394155,-0.0540795536124381,-0.0774938720444155,0.00764821974082058
28,0.0603972094472128,0.0112368011923006,-0.0257822978272737,0.000980697922413431,0.0180697075000305
29,0.10267368591656902,0.007818564683222071,-0.00135401818228679,0.0447892100091327,-0.0199445580170403
30,0.11101503512791,0.017712139012358998,-0.0555888814491306,0.0543743801257297,0.11372567531994
31,0.123109391502342,0.0245173836678124,-0.0707057423543091,-0.01678065158082,0.0347331811907843
32,0.0989211926680081,0.0168420399520194,-0.041782504074428004,0.00905529140955444,0.0358903315616257
33,0.11177044422871,-0.0030230720903629197,-0.0101785818666335,0.0580668664784681,-0.0252093115215137
34,0.139890233702314,0.0302664580895461,-0.0105816282863367,0.0153062655801039,0.019389454470901
