index,u0,u1,u2,u3,u4
35,0.102140166134255,0.0180535250393412,-0.0067664524659705105,0.006101080263397079,0.00022807418278324902
36,0.0935487512773711,0.017506923184023998,-0.0415764353535197,-0.0183769649996889,-0.00252548039131496
37,0.087787302439503,0.0188588291111077,-0.0380738193194532,0.00291599851369376,0.0360957774081469
38,0.0968831676443114,0.0200785408349628,-0.0192013781120867,-0.00637496872792151,-0.0126567761894452
39,0.0899695032238018,0.0226512352813073,-0.0746547617198722,0.0385595632417931,0.19238527561808103
40,0.129917896396535,0.0278522404246589,-0.008705939518259171,0.019816768006988998,0.00996831386232958
41,0.0925255962787483,0.021797055453949,-0.0476431175388136,0.00518513579072682,0.0579367328514699
42,0.11962806897120301,0.0261449617799557,0.12152604942173001,0.026154430329312,-0.024470974066355
43,0.133795615542673,0.0297754077553956,-0.125209967804223,-0.0194247703694494,0.0487859812547883
44,0.10452287704619698,0.0214531201556597,-0.0579552344687313,0.0243093700049945,0.0657261254262522
45,0.0774851683588475,0.018308210882174,-0.041001911612766,0.00522636429679254,0.0418198360899225
46,0.0655656613670223,0.0124298981880645,-0.0334269584646312,0.00139613632699436,0.0320342635305066
47,0.0949981297213473,0.0183523901536552,-0.0314206998542979,-0.0073474013677147405,0.0244427430344039
48,0.11783087616530001,0.0323765338768274,-0.0706024717468213,0.000680991911352288,0.105726978992591
49,0.07907751150121299,0.0177056543311519,-0.0347282341267529,-0.0018014286364320601,0.0280114912430428
50,0.0928156229805369,0.0209909778793023,-0.0366250859064065,-0.0134599273415242,0.0275182985777329
51,0.100062022130295,0.0139186607442552,0.0117162107740029,0.0332351405493142,-0.0131799400467802
52,0.10174109441051599,0.0110627507007249,0.00553009714950871,0.0473308582882455,-0.0170699108740949
53,0.140048041300427,0.0196548760322699,-0.0211159732190037,0.0515004543594661,-0.0217817338605366
54,0.0974930378100348,0.0212194775199458,-0.0283083811876153,-0.00963583579479715,0.0207151272687927
55,0.104316395456127,0.0251510811561454,-0.0646060532222805,-0.0008886131085307461,0.071981441252002
56,0.10757732412431,0.0257805853746195,-0.0665420200602467,-0.0267330057405588,0.0155706923873463
57,0.10970882166175398,-0.00888973536758958,-0.0306773759043388,0.0722488318266306,-0.0304412274391523
58,0.0902482163366218,0.0206004376031476,-0.04918059256714401,-0.0251024118505292,0.00564748457749292
59,0.0851418821389218,0.0196204601654956,-0.0446436170287381,0.00723792513273375,0.0573318432138532
60,0.11700446615056001,0.0227276780879231,-0.0592877982532263,-0.0232178584256547,0.0113950228588496
61,0.124856049088973,0.0100877350987792,0.00829557656000383,0.0741782528564056,-0.0367620259089591
62,0.111278017897575,0.0194927432265551,-0.021470281221306998,0.0180713378790531,0.0124129631798012
63,0.122408608864055,0.0304828447104028,-0.0660703419645232,0.00434537303881966,0.0817795753660331
64,0.13721374619381502,0.0389999392049724,-0.182992544577332,-0.8035167724842271,-0.48875543720571707
65,0.0963834586707323,0.0117097782825993,-0.0172226410090643,0.0311226138290522,0.000854478328185582
66,0.0932874255323856,-0.000759661495272165,-0.0147737969615095,0.0523644399317778,-0.0216397708769686
67,0.10572830457602699,0.0223438619249333,-0.0502009821606696,0.00285707630979354,0.0458003060282075
68,0.137912639689515,0.0301736389445851,-0.0751984569642487,0.006569363250624179,0.0934923195522289
69,0.0853425002377467,0.0178384717579229,-0.0126001564320462,-0.0122682883705225,0.000664382758490484
70,0.133961230539438,0.0293930291221185,0.0566643980004904,0.0332158290740668,-0.0190295856746899
71,0.0761803713306096,0.0165879920638544,-0.0282125831170646,0.00315139238234227,0.0324558247433714
72,0.134918022693773,0.0247118682516471,0.075030329104211,0.0551912632423125,-0.0523496870081279
73,0.0978347136614612,0.0180136813360082,-0.0522525554998872,0.00246847354728755,0.0275415322752456
74,0.140595674093146,0.0288743792146485,0.156547180806788,0.448282373359125,-0.758591820952164
75,0.115155113200054,0.0173211936813136,-0.00288662064839748,0.0664329590839446,-0.0145505714396599
76,0.121313524372537,0.0268822590212027,-0.0678263652333349,0.000212741755204894,0.0534296971264311
77,0.145720154008542,0.0399005436234735,-0.0418374296229655,-0.0120339431638692,0.0902709886864558
78,0.25363558639169803,0.0883674570234273,0.8838348532910221,-0.255103431256601,0.158743414396513
79,0.0694642126210585,0.0139826335606012,-0.026222997493773,0.00139839695563088,0.0246905100823294
80,0.130161987675821,0.0284789905106916,-0.00757118719740272,0.0127196224565761,-0.0186778449975957
